increasing with 1000 N, 200 delta_t
Master
0.803743
3.272010
7.558098
13.164002
20.807490
29.210683
35.383736
46.758236
58.576737
71.704201
other one
Reusing the force
0.817004
3.262522
7.297768
13.342303
20.262850
29.221672
39.695441
52.099932
65.762871
81.030054
