16.44
9.25
5.64
4.39
3.72
17.02
9.39
5.59
4.40
3.63
15.49
8.77
5.02
4.47
2.95
15.69
8.72
4.83
4.13
3.09
15.58
8.69
5.08
3.85
2.83
