5.35
3.72
2.62
1.58
1.51
5.20
3.14
1.89
1.62
1.22
4.78
2.83
1.75
1.48
1.41
4.71
2.96
2.06
1.40
1.25
4.67
2.83
1.70
1.39
1.22
